,hash,origin,title,author,published,url,text
0,b61568e7a9c6f24a40f2432ba9c3bfac3312fadaaa5d9c0e91284d1055d27331,binance_news,Binance Wallet’s New TGE (Yield Basis) Staking Event Oversubscribed 60x Within 5 Minutes,Binance News,2025-10-13 00:00,https://www.binance.com/en/square/post/10-13-2025-binance-wallet-s-new-tge-yield-basis-staking-event-oversubscribed-60x-within-5-minutes-30953099119729,"Key Takeaways:Binance Wallet’s latest TGE (Yield Basis) event achieved 60x oversubscription within just five minutes of opening.The initial fundraising target was 1,918.47 BNB, but users invested a total of 116,052 BNB shortly after launch.The rapid oversubscription highlights strong user demand and participation in Binance Wallet’s new token generation events.Binance Wallet announced that its newly launched TGE (Yield Basis) staking event surpassed expectations, becoming oversubscribed 60 times within five minutes of opening for investment.The event aimed to raise 1,918.47 BNB, but quickly attracted 116,052 BNB in user commitments, underscoring robust investor interest in the latest Pre-TGE initiative offered through the Binance Wallet platform.#BNB "
1,56836eb4d32f21b14406e26acec92527a4a360096ae8a04b78f7cf814732d892,binance_news,Solana's Perpetual DEX Trading Volume Hits Record Amid Market Volatility,Binance News,2025-10-11 00:00,https://www.binance.com/en/square/post/10-11-2025-solana-s-perpetual-dex-trading-volume-hits-record-amid-market-volatility-30867883666769,"According to PANews, data from SolanaFloor citing Defillama reveals that Solana's on-chain perpetual decentralized exchanges (DEX) have reached a record trading volume of $4.49 billion in the past 24 hours. This surge occurred during a period of significant market volatility, prompting traders to rapidly adjust their positions. Leading this trading frenzy was Jupiter, which recorded a trading volume of $2.34 billion."
2,0e0c2d8bd4e5dbc030a778e415842a21e7743d54f3fd54e52d0481f676e75a2f,binance_news,"Binance Market Update: Crypto Market Trends | October 13, 2025",Binance News,2025-10-13 00:00,https://www.binance.com/en/square/post/10-13-2025-binance-market-update-crypto-market-trends-october-13-2025-30953798102409,"According to CoinMarketCap data, the global cryptocurrency market cap now stands at $3.91T, up by 4.59% over the last 24 hours.Bitcoin (BTC) traded between $111,178 and $115,964 over the past 24 hours. As of 09:30 AM (UTC) today, BTC is trading at $114,950, up by 3.20%.Most major cryptocurrencies by market cap are trading higher. Market outperformers include SNX, BAT, and BANANAS31, up by 144%, 53%, and 50%, respectively.Top stories of the day:BNB Market Cap Climbs to $190.4 Billion, Ranks 105th Among Global AssetsBank of America Raises 2025 Gold and Silver Price ForecastsPolymarket Predicts High Probability of U.S.-China Tariff Agreement by NovemberTrump's Indirect Bitcoin Holdings Estimated at $870 MillionBinance Charity Donates $150,000 for Pakistan Flood Relief EffortsBitcoin Market Shows Resilience Amid Recent DownturnU.S. Stock Futures Rise with Nasdaq Leading GainsFederal Reserve's Employment Market Assessment Faces Scrutiny  Crypto Funds See $3.2B Inflows Despite Flash Crash — Bitcoin ETFs Lead With $2.7B as Trading Volumes Hit Record $53B Dubai Initiates Comprehensive Financial Reform to Boost Global StandingMarket movers:ETH: $4148.7 (+8.61%)BNB: $1355.49 (+15.29%)XRP: $2.6222 (+9.59%)SOL: $197.19 (+9.19%)DOGE: $0.21064 (+12.13%)TRX: $0.3223 (+2.41%)ADA: $0.7191 (+12.10%)WBTC: $114894.56 (+3.19%)WLFI: $0.1451 (+20.92%)LINK: $19.52 (+13.03%)#DOGE #BTC #BNB #XRP #ETH "
3,03aa933f7fdcb98b37b93e7ac9b9412ddb9f246c6e0722722ff7c2717aa23582,binance_news,"Binance Wallet Launches “Meme Rush” Exclusive to Keyless Users, Unlocking Early Access to High-Potential Meme Tokens",Binance News,2025-10-09 00:00,https://www.binance.com/en/square/post/10-09-2025-binance-wallet-launches-meme-rush-exclusive-to-keyless-users-unlocking-early-access-to-high-potential-meme-tokens-30775657895250,"Key TakeawaysBinance Wallet has launched Meme Rush – Binance Wallet Exclusive, offering early access to meme token launches for Keyless users.Built in partnership with Four.Meme, the feature introduces a structured multi-stage token lifecycle, fair mechanics, and transparent rankings.Top-performing tokens may later appear on Binance Alpha, with participants earning a 4x trading volume boost.Binance Wallet Introduces Meme Rush for Early Meme Token AccessBinance Wallet has announced the launch of Meme Rush – Binance Wallet Exclusive, a new feature that gives Keyless wallet users privileged access to early-stage meme token launches through a fair and transparent system.﻿ Developed in collaboration with Four.Meme, a leading meme launchpad, Meme Rush integrates Four.Meme’s token launch technology directly into the Binance Wallet app and web interface. This provides users with a seamless, verified environment to discover and participate in meme token projects.“Meme Rush creates a structured and transparent gateway for Binance Wallet users to engage with the next wave of meme token innovation,” Binance said in the announcement.How Meme Rush WorksMeme Rush introduces a three-stage token lifecycle designed to ensure fair access and orderly progression from private launch to open-market trading:1. New StageAvailable exclusively to Binance Wallet (Keyless) users.Tokens follow a bonding curve model and remain non-transferable.Supported by a virtual liquidity pool to ensure smooth execution.2. Finalizing StageTokens continue bonding curve mechanics ahead of migration.Still exclusive to Keyless users, with trading through the virtual liquidity pool.3. Migrated StageTokens reaching milestones, such as a $1M fully diluted valuation (FDV), migrate to a decentralized exchange (DEX).Becomes fully transferable and open to all users.Ranked on the Binance Wallet Migrated Tokens Ranking for full performance visibility.High-performing tokens may later qualify for listing consideration on Binance Alpha, depending on evaluation outcomes.User and Project Incentives4x Alpha Trading Volume Boost: Users earn quadruple trading volume on Meme Rush tokens throughout their lifecycle and for 30 days after potential Alpha listing.Project Exposure: Meme projects gain visibility via Binance Wallet’s active user base and Meme Rank leaderboard, building credibility and community traction.Fair, Transparent Launch Process: Meme Rush enforces a structured, multi-stage process to prevent manipulation and promote long-term ecosystem growth.Accessing Meme RushOn App:Open Binance Wallet → “Markets” tab → “Meme Rush” → Toggle Binance Exclusive.Browse and trade available tokens, or track performance under [Meme Rank].On Web:Visit Binance Wallet (Web) → “Meme Rush” → Select Binance Exclusive.View migrated projects under [Migrated Rank].Compliance and Risk NoticeAll Meme Rush tokens must comply with Binance’s content and listing policies. Tokens containing adult, political, or restricted material are not permitted.Binance clarified that it does not conduct due diligence on Meme Rush tokens, and availability does not imply endorsement. Users are encouraged to do their own research before participating.A New Era for Meme TokensWith Meme Rush – Binance Wallet Exclusive, Binance is positioning itself as a curated entry point for meme token discovery, blending community enthusiasm with structured tokenomics.As the meme sector continues to grow, Meme Rush offers a transparent and verifiable pathway for both users and projects to participate in this evolving corner of Web3.#DEX "
4,e6f7abdff6987038ef18979a82bd61b8d0b90737a998538a295447225d007faf,binance_news,PayPay Acquires Stake in Binance Japan to Boost Digital Finance,Binance News,2025-10-09 00:00,https://www.binance.com/en/square/post/10-09-2025-paypay-acquires-stake-in-binance-japan-to-boost-digital-finance-30768559842986,"Binance Blog published a new article, highlighting a significant development in the digital finance landscape in Japan. PayPay, a leading cashless payment provider in Japan and a SoftBank Corp. group company, has acquired a 40% stake in Binance Japan. This strategic alliance aims to enhance the accessibility of Web3 and digital assets for everyday users in Japan by combining PayPay's extensive user base and trusted payment infrastructure with Binance's global blockchain expertise.The collaboration between PayPay and Binance Japan is set to revolutionize the integration of traditional finance with digital assets in one of the world's most dynamic digital economies. The initial phase of this partnership will enable Binance Japan users to purchase cryptocurrencies using PayPay Money and withdraw directly into PayPay Money, a digital wallet service. This integration is expected to provide a seamless financial experience for users across Japan, leveraging the strengths of both companies to deliver innovative products and services.Masayoshi Yanase, Corporate Officer of PayPay Corporation, emphasized the synergy between PayPay's digital finance advancements and Binance's global leadership in digital assets. By investing in Binance Japan, PayPay aims to offer solutions that combine convenience and security, contributing to the development of Japan's financial infrastructure. Takeshi Chino, General Manager of Binance Japan, highlighted the strategic alliance as a significant step toward making Web3 more accessible and delivering secure digital asset services across the country.The PayPay-Binance Japan partnership marks a landmark moment in Japan's journey toward Web3 adoption. By merging trusted cashless payments with cutting-edge blockchain innovation, the alliance is paving the way for a seamless financial ecosystem where Web3 becomes an integral part of everyday life. This collaboration aligns with Binance's broader strategy of supporting local ecosystems through trusted partnerships, fostering innovation, and ensuring user protection. Japan remains a key market in this vision, and through this alliance, Binance Japan reaffirms its commitment to shaping the future of digital finance."
5,2ae3513f2f1740bb72b0815beea75b59d994f1bce4b2236007e0eac6a1d21660,binance_news,"Binance Market Update: Crypto Market Trends | October 14, 2025",Binance News,2025-10-14 00:00,https://www.binance.com/en/square/post/10-14-2025-binance-market-update-crypto-market-trends-october-14-2025-30998034781922,"According to CoinMarketCap data, the global cryptocurrency market cap now stands at $3.75T, down by 4.27% over the last 24 hours.Bitcoin (BTC) traded between $111,355 and $115,891 over the past 24 hours. As of 09:30 AM (UTC) today, BTC is trading at $111,750, down by 2.78%.Most major cryptocurrencies by market cap are trading lower. Market outperformers include SYRUP, EUL, and OG, up by 13%, 12%, and 11%, respectively.Top stories of the day:Powell's Upcoming Speech May Influence Cryptocurrency Market TrendsMarket Awaits SEC Decision on Cryptocurrency ETP Amid Government ClosureBitcoin's Price Rebounds Following Market FUD, Santiment Data ShowsChina Urges U.S. to Correct Tariff Measures for Stable Trade Relations Kenya Advances Digital Asset Regulation with New Legislation Federal Reserve's Paulson Signals Support for Two Rate Cuts in 2025 Citibank Plans to Launch Crypto Custody Services by 2026 On-Chain Borrowing Sees Slight Decline Amid Perpetual Contracts Drop Amundi to Enter Crypto ETF Market U.S. 10-Year Treasury Yield Falls to 4% for First Time Since SeptemberMarket movers:ETH: $3998.86 (-3.61%)BNB: $1207.69 (-10.90%)XRP: $2.4674 (-5.91%)SOL: $197.01 (-0.09%)DOGE: $0.20038 (-4.87%)TRX: $0.312 (-3.23%)ADA: $0.6837 (-4.94%)WBTC: $111775.96 (-2.74%)WLFI: $0.139 (-4.20%)LINK: $18.63 (-4.51%)#DOGE #BTC #SEC #ETF #BNB #XRP #ETH "
6,375f6417b09289379e7f28f13d34707da81333b2d09740502feeb951cc79bfc8,binance_news,Canary Trump Coin ETF Nears Mainstream Trading Availability,Binance News,2025-10-09 00:00,https://www.binance.com/en/square/post/10-09-2025-canary-trump-coin-etf-nears-mainstream-trading-availability-30758822048081,"According to PANews, the Depository Trust & Clearing Corporation (DTCC) has added the Canary Trump Coin ETF, symbol TRPC, to its platform. This exchange-traded fund tracks the Solana-based 'Trump Coin' meme cryptocurrency, which is categorized as a politically themed digital asset. The inclusion of this ETF by DTCC signifies a step closer to mainstream trading availability, although further regulatory and issuance processes are still required.#ETF "
7,7141cd6bbd8417b9f21643bb09affe3b11ec88c01a7da8a6ff0c71f4eb13babf,binance_news,Dubai Initiates Comprehensive Financial Reform to Boost Global Standing,Binance News,2025-10-13 00:00,https://www.binance.com/en/square/post/10-13-2025-dubai-initiates-comprehensive-financial-reform-to-boost-global-standing-30947437581649,"According to PANews, Dubai has launched a comprehensive financial reform plan aimed at positioning itself among the world's top three financial centers. The Dubai Government Media Office announced that the newly introduced 'Dubai Financial Industry Strategy' framework will focus on virtual assets, capital markets, and financial technology as key pillars for future economic growth. The plan seeks to accelerate the development of Dubai's digital asset infrastructure, which already holds a leading edge, and facilitate the transition from traditional financial services to digital finance.The virtual asset industry was established three years ago under the UAE Virtual Asset Law and currently contributes approximately 0.5% to Dubai's GDP, equivalent to 2.2 billion dirhams (around $600 million). As the virtual asset ecosystem expands, Dubai aims to increase this contribution to about 3%, or 13 billion dirhams (approximately $3.5 billion)."
8,94ad54152185befb4072a21c0da12656a5b93cb65f5e52e58ee6b166c0d2e9e0,binance_news,Sui TVL Reaches Record High of $2.642 Billion,Binance News,2025-10-09 00:00,https://www.binance.com/en/square/post/10-09-2025-sui-tvl-reaches-record-high-of-2-642-billion-30765575266529,"According to BlockBeats, the total value locked (TVL) in Sui has surpassed $2.5 billion, setting a new record. Currently, the TVL stands at $2.642 billion, marking a 12.82% increase over the past seven days."
9,05498d657ef81f799dc97e815a32a510fa36736803de337024de4509e7eb99cf,binance_news,"Binance Market Update: Crypto Market Trends | October 12, 2025",Binance News,2025-10-12 00:00,https://www.binance.com/en/square/post/10-12-2025-binance-market-update-crypto-market-trends-october-12-2025-30909561126057,"According to CoinMarketCap data, the global cryptocurrency market cap now stands at $3.75T, down by 0.78% over the last 24 hours.Bitcoin (BTC) traded between $109,562 and $112,500 over the past 24 hours. As of 09:30 AM (UTC) today, BTC is trading at $111,389, down by 0.33%.Most major cryptocurrencies by market cap are trading mixed. Market outperformers include RDNT, DASH, and BEL, up by 65%, 35%, and 24%, respectively.Top stories of the day:Probability of U.S. Government Shutdown Extending Past October 15 IncreasesFederal Reserve Likely to Cut Interest Rates in OctoberBitcoin Remains Resilient Amid Trade War Concerns, Analyst SaysGold Prices Projected to Rise Amid Economic UncertaintyGrayscale Advances Toward SEC Reporting Status with Bittensor TrustVivek Raman Highlights Ethereum's Institutional Value and Future Price PotentialSilver Prices Surge, Disrupting London MarketMarket Focus on U.S. Government Shutdown and Federal Reserve ActionsRobert Kiyosaki Advocates for Investment in Silver and EthereumInterview with Plasma: Can It Become the Infrastructure for Global Stablecoin Flows?Market movers:ETH: $3819.89 (-0.19%)BNB: $1175.72 (+4.22%)XRP: $2.3929 (-4.28%)SOL: $180.6 (-3.72%)DOGE: $0.18786 (-4.44%)TRX: $0.3147 (-1.22%)ADA: $0.6415 (-5.27%)WBTC: $111376.17 (-0.29%)WLFI: $0.1199 (-11.19%)LINK: $17.27 (-5.94%)#DOGE #BTC #BNB #XRP #ETH "
